uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000252894173275	0.00670263200915	0.00859559116783	0.0409971071206	0.000580733063814	0.4	0.125	0.75	0.178403755869
1392518336	0.000289399315096	0.00286428532505	0.0175365287698	0.0137497754866	0.00254629112595	0.7	0.125	0.666666666667	0.746478873239
361208576	0.000152505033267	0.00196515176285	0.00711087342736	0.00218016868124	0.000625404837953	0.5	0.25	0.416666666667	0.605633802817
1535215357	0.000569912510144	0.0082897389788	0.170469707407	0.169254462563	0.00151884032074	0.7	0.25	0.666666666667	0.267605633803
4396196375	0.000300446923805	0.00338196828511	0.0340741815018	0.052637411771	0.00171986330437	0.9	0.0	0.833333333333	0.699530516432
17938477	8.02152458441e-05	0.00171652770966	0.00500344440013	0.015561168922	0.00127314556298	0.2	0.25	1.0	0.18779342723
720288026681716737	1.63312476569e-05	0.000238406626342	0.00882219643958	7.06978450533e-05	0.00198789394921	1.0	0.125	0.75	0.403755868545
174004739	8.91013658927e-05	0.0064131382486	0.0512136978355	0.254495045419	0.000625404837953	0.4	0.125	0.75	0.0
53783678	0.000183486370733	0.00372254917988	0.0361081904209	0.134954543196	0.00120613790177	0.3	0.25	0.5	0.568075117371
257662370	0.000186128190207	0.00476472671789	0.0176452993002	0.0181827214467	0.000670076612093	0.5	0.25	0.916666666667	0.413145539906
4795355113	6.96479679485e-05	0.00138616424173	0.000701569921323	0.000796783821276	0.000178687096558	1.0	0.25	0.916666666667	0.75117370892
1633971270	2.71386909592e-05	0.000200942727917	0.00696222036909	0.0113842638061	4.46717741395e-05	0.7	0.125	0.833333333333	0.37558685446
2803810119	1.39295935897e-05	0.00111029371696	0.00357401834596	0.0156930108493	6.70076612093e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0113855214363	0.0825840553648	0.0113438599036	0.00379666535462	0.00538294878381	0.7	0.0	0.916666666667	0.600938967136
102071251	8.35775615382e-05	0.00267356002398	0.00517022588013	0.00136045582913	0.000513725402604	0.4	0.125	0.25	0.49765258216
3358825450	8.26168999113e-05	0.00045297259005	0.00412512236685	0.0205826266733	0.0	0.9	0.0	0.75	0.0892018779343
555940842	0.000103751455703	0.00142362814016	0.0384911714586	0.0237067071237	0.000111679435349	0.6	0.0	0.75	0.276995305164
2469354073	2.08943903845e-05	0.000153261402648	0.000132337478699	3.43935462421e-05	0.000268030644837	0.8	0.125	1.0	0.0
360464656	9.46251702473e-05	0.00281660399978	0.0744325803996	0.0253575973433	0.000335038306046	0.5	0.125	0.75	0.69014084507
77243076	2.16148866047e-05	0.000643697891123	0.0112169609514	7.64301027603e-06	0.000223358870698	0.3	0.25	0.75	0.239436619718
1731752761	3.8426465075e-06	0.000143043975805	4.16953700011e-05	0.000120377411847	0.0	0.7	0.0	0.666666666667	0.173708920188
2330149164	0.000104712117329	0.00161435344123	0.0233494072006	0.0027992525136	0.000268030644837	0.8	0.0	0.666666666667	0.112676056338
2830586398	4.10682845489e-05	0.0013555119612	0.00108226677785	0.00135090206629	6.70076612093e-05	0.8	0.25	1.0	0.389671361502
443273019	5.33167202916e-05	0.000575581712168	0.00977756426526	0.00499088571025	2.23358870698e-05	0.5	0.125	0.666666666667	0.68544600939
2591381383	0.00142658251591	0.00604531088224	0.00301294369312	0.00034584621499	0.00810792700632	0.8	0.25	1.0	0.732394366197
1093716612	3.69854726347e-05	0.000837829001144	0.0027219825242	0.00152669130264	0.000156351209488	0.7	0.125	1.0	0.342723004695
36620392	0.000128728658001	0.00424023213994	0.0291831333164	0.00986330476121	0.000670076612093	0.3	0.125	0.833333333333	0.140845070423
3437626995	4.08281191422e-06	0.000146449784753	6.07302128277e-05	2.48397833971e-05	0.0	0.9	0.0	1.0	0.103286384977
387962514	0.000128968823408	0.0128977984851	0.00123454552047	0.00570359641849	0.000201022983628	0.5	0.125	1.0	0.553990610329
2938363689	1.63312476569e-05	0.000476813252684	0.000411515173489	1.1464515414e-05	6.70076612093e-05	0.8	0.0	0.666666666667	0.75117370892
20930398	0.000250732684615	0.00514617732004	0.0716154236612	0.000901875212571	0.00326103951218	0.3	0.125	0.166666666667	0.661971830986
143697407	0.000114558899005	0.000149855593701	0.0214921503934	0.0118867917318	0.000134015322419	0.4	0.125	0.583333333333	0.0
2291500309	1.20082703359e-06	0.00010558007738	6.34494760886e-06	1.91075256901e-06	0.0	0.8	0.125	0.75	0.107981220657
352663209	4.87535775639e-05	0.000534712004795	0.00950473151807	0.00425142446604	4.46717741395e-05	0.5	0.0	0.5	0.169014084507
14616266	0.000624910388283	0.0109973570923	0.0835674921141	0.0206093772093	0.00922472135981	0.2	0.0	0.75	0.746478873239
2277153890	0.000183966701547	0.00320827202877	0.00538686051992	0.00732582534957	0.00174219919144	0.8	0.125	0.666666666667	0.474178403756
455246957	8.57390501987e-05	0.00155986049807	0.0080481128313	0.0218953136882	0.000647740725023	0.6	0.0	0.25	0.713615023474
1400974436	0.000111436748718	0.00291196665032	0.003355570864	0.00696469311403	0.000178687096558	0.7	0.125	1.0	0.356807511737
449119247	0.000157068175994	0.000997902021688	0.0374225009971	0.07282260191	0.000848763708651	0.5	0.125	0.916666666667	0.572769953052
330816423	6.00413516797e-05	0.00204348536864	0.00814419346652	0.00508451258613	6.70076612093e-05	0.5	0.125	0.5	0.600938967136
29204608	9.34243432137e-05	0.00411081139992	0.00876146622675	0.00995119937939	0.000178687096558	0.3	0.125	0.833333333333	0.0
2733660094	3.12215028735e-05	0.00113754018855	0.000927268771981	0.00772899414163	4.46717741395e-05	0.8	0.125	0.916666666667	0.474178403756
4756963587	1.56107514367e-05	0.000139638166857	0.0025135056742	0.00883149837395	0.000134015322419	1.0	0.125	0.833333333333	0.0
22045364	7.68529301501e-05	0.000786741866928	0.00181374859505	0.0026387492978	0.000379710080186	0.3	0.125	0.666666666667	0.577464788732
4136625193	8.7180042639e-05	0.00307203967086	0.000148653058265	0.000166235473504	4.46717741395e-05	0.9	0.125	0.916666666667	0.694835680751
372046661	5.66790359857e-05	0.00498269849055	0.0107673760922	0.0170935924823	0.000379710080186	0.5	0.0	0.666666666667	0.732394366197
849310634	0.00012080319958	0.00133167129857	0.0108870236757	0.00216870416582	4.46717741395e-05	0.6	0.0	0.916666666667	0.366197183099
24036997	0.000448628979751	0.00620197809384	0.0582402741017	0.000120377411847	0.00116146612763	0.3	0.125	0.416666666667	0.178403755869
1141088486	5.13953970378e-05	0.000922974224838	0.00581650411515	0.000812069841828	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.0040604765314	0.0206971009754	0.0391990863275	0.0296319508402	0.00107212257935	0.9	0.25	0.833333333333	0.281690140845
3293949957	0.000110956417904	0.000946814887472	0.0188898154527	0.0339980204603	0.000268030644837	0.9	0.0	0.833333333333	0.558685446009
727272715665690624	1.29689319628e-05	0.000194131110021	0.00113937130633	0.000821623604673	2.23358870698e-05	1.0	0.0	0.583333333333	0.553990610329
2752545437	8.47783885718e-05	0.000609639801646	0.037379899206	0.0852711548971	0.000357374193116	0.8	0.0	0.666666666667	0.0516431924883
14368656	0.000212066054133	0.00111710533486	0.029491316486	0.0373189084253	0.000580733063814	0.2	0.125	0.25	0.056338028169
20405419	0.000166194461449	0.00509168437687	0.058878394547	0.00275339445194	0.000178687096558	0.3	0.125	1.0	0.558685446009
2682726528	4.39502694296e-05	0.000831017383249	0.00554004568362	0.0148446367086	4.46717741395e-05	0.8	0.0	0.416666666667	0.62441314554
717841856785088512	8.7180042639e-05	0.00345008446406	0.00454932743555	0.0140115485885	8.9343548279e-05	1.0	0.0	0.833333333333	0.197183098592
2889092479	1.20082703359e-05	0.000119203313171	0.0031117435916	0.00266167832863	0.0	0.8	0.0	0.583333333333	0.211267605634
3182191980	3.5064149381e-05	0.00303457577244	0.052574235887	3.05720411041e-05	0.000670076612093	0.9	0.25	1.0	0.328638497653
2582869146	5.76396976125e-05	0.00361015748461	0.00254704325441	0.000397436534353	2.23358870698e-05	0.8	0.125	0.583333333333	0.0328638497653
3092469172	3.74658034482e-05	0.00060282818375	0.0125865632138	0.00668763399152	0.000357374193116	0.9	0.25	0.5	0.492957746479
2826839454	4.56314272766e-06	0.00140659909542	0.000811246872847	0.00150376227181	0.000402045967256	0.8	0.0	1.0	0.525821596244
2660374267	9.12628545532e-06	0.000187319492126	0.00386316667271	0.000374507503525	0.000245694757767	0.8	0.125	0.5	0.0
261625073	0.00173687622139	0.00903901694731	0.0257405460281	0.00770988661594	0.017600679011	0.5	0.125	0.583333333333	0.173708920188
233499930	0.000759883346859	0.00999945507057	0.15851401327	3.43935462421e-05	0.00241227580353	0.5	0.125	0.833333333333	0.234741784038
2664749580	0.000119362207139	0.00431175412784	0.00299481527138	0.00753600813216	0.000580733063814	0.8	0.25	1.0	0.582159624413
106594321	1.05672778956e-05	0.000432537736363	0.00109767593633	0.00021209353516	8.9343548279e-05	0.4	0.125	0.25	0.300469483568
722573847430504448	0.000156107514367	0.00258841480028	0.0285667669773	0.0	0.0125751044203	1.0	0.125	0.75	0.206572769953
3742834517	1.9693563351e-05	0.000848046427988	0.00416863057902	0.00284893208039	0.0	0.9	0.0	0.583333333333	0.422535211268
735391716887429120	2.44968714853e-05	0.000636886273228	0.000133243899786	0.00102607412956	8.9343548279e-05	1.0	0.0	1.0	0.544600938967
241331375	0.000166194461449	0.00351820064302	0.0150592799391	0.00783408553293	0.000111679435349	0.5	0.25	1.0	0.370892018779
442382315	5.52380435454e-05	0.00101152525748	0.000743265291324	0.0157025646121	0.0	0.5	0.125	0.916666666667	0.112676056338
16536054	5.0434735411e-05	0.00245218244237	0.00165784416809	0.00026941611223	0.000111679435349	0.2	0.125	0.416666666667	0.431924882629
81324827	0.00017051743877	0.000647103700071	0.00494633987165	0.00626726842634	0.000781756047441	0.3	0.125	0.416666666667	0.281690140845
583117972	0.00074955623437	0.0100198899243	0.148413763098	0.0363788181613	0.00643273547609	0.6	0.5	0.583333333333	0.666666666667
15800855	0.000650367921395	0.00484987194158	0.0538985170951	0.13111966279	0.00285899354493	0.2	0.375	0.916666666667	0.427230046948
705726066	0.00305754579294	0.0393949920985	0.0245912040898	0.000164324720935	0.0118156842599	0.6	0.0	1.0	0.507042253521
68857077	1.20082703359e-05	0.000582393330064	0.0038849207788	0.00082735586238	0.0	0.3	0.125	0.666666666667	0.446009389671
197516080	0.000147701725132	0.000991090403793	0.00568235379428	0.00687870924842	0.000781756047441	0.4	0.125	0.75	0.643192488263
8685682	3.81862996683e-05	0.000200942727917	0.00318063159421	6.30548347772e-05	0.000223358870698	0.1	0.125	0.25	0.0
